what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268804080
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268819272
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.edit.text.goto.lineEnd",1350268831561
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.edit.text.goto.lineEnd",1350268846098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268856539
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268885700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268889426
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268914844
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.edit.text.goto.lineEnd",1350268916241
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.edit.text.goto.lineStart",1350268919400
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350268933313
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.edit.text.goto.lineStart",1350268935066
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1350268938757
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350268955427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268959296
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268973853
activated,view,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.PackageExplorer",1350268974946
opened,editor,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1350268976311
activated,editor,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1350268976451
activated,view,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.PackageExplorer",1350268976501
activated,editor,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1350268979071
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350268983496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268985898
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350268987319
activated,editor,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1350268987472
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.edit.text.select.lineStart",1350268999590
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269003922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269008135
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269020586
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.edit.text.goto.lineEnd",1350269025844
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269039645
executed,command,org.eclipse.ui.ide,3.7.0.dist,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350269045735
activated,editor,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1350269051302
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269056880
activated,editor,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1350269058268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269061031
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269063990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269067248
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269121700
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269131822
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.refresh",1350269138941
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1350269143166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269144119
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269144643
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269145960
executed,command,org.eclipse.ui.ide,3.7.0.dist,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350269151490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269152703
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269153115
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269154936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269157337
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269163087
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350269165264
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269170267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269176730
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269182519
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269193661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269194624
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269218628
activated,view,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.PackageExplorer",1350269221847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269222765
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269240034
activated,editor,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1350269241865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269249533
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269252026
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269258669
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350269266069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269273799
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269285503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269290535
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269290613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269290715
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350269292675
activated,view,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.PackageExplorer",1350269295771
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1350269300585
