what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273728786
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350273733031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273733963
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273761455
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273763852
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350273765136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273771991
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273773123
executed,command,org.eclipse.ui.ide,3.7.0.dist,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350273775927
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350273783313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273784071
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273788237
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1350273793835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273801290
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273812676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273818404
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273824177
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1350273839516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273841302
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273842546
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1350273844600
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1350273852670
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273855790
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273859336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273866230
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273870657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273874401
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273880019
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350273890039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273891509
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273911643
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273914447
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273915574
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273916205
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273916415
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273916629
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273916839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273918472
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273928052
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273928776
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273930427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273931222
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273936441
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273938141
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273938881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273941065
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273941917
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350273970914
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1350273973937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273981789
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273993215
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350273994167
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350273996496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350273999792
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350274016131
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350274018690
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350274019779
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350274075317
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350274092254
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350274100132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350274104184
activated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350274109583
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350274110872
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350274112171
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350274130161
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.cut",1350274142072
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350274146473
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.paste",1350274150283
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.save",1350274151469
activated,view,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.PackageExplorer",1350274163790
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1350274167790
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1350274178601
activated,editor,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1350274189604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350274202594
closed,workbench,org.eclipse.ui.workbench,3.7.0.dist,"",1350274204279
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.dist,"org.eclipse.equinox.p2.ui.sdk",1350274205716
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.300.dist,"org.eclipse.pde.api.tools.ui",1350274205716
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.dist,"org.eclipse.pde.ds.ui",1350274205749
stopped,bundle,org.eclipse.pde.runtime,3.4.200.dist,"org.eclipse.pde.runtime",1350274205755
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.dist,"org.eclipse.pde.ua.ui",1350274205775
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.dist,"org.eclipse.pde.ui.templates",1350274205819
stopped,bundle,org.eclipse.wb.rcp.SWT_AWT,1.3.0.r37x201202021427,"org.eclipse.wb.rcp.SWT_AWT",1350274205849
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.3.0.r37x201202010053,"org.eclipse.wb.rcp.databinding.emf",1350274205866
stopped,bundle,org.eclipse.wb.rcp.databinding.xwt,1.3.0.r37x201202061752,"org.eclipse.wb.rcp.databinding.xwt",1350274205941
stopped,bundle,org.eclipse.wb.rcp.databinding,1.3.0.r37x201202010053,"org.eclipse.wb.rcp.databinding",1350274206108
stopped,bundle,org.eclipse.wb.rcp.nebula,1.3.0.r37x201202010053,"org.eclipse.wb.rcp.nebula",1350274206154
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.3.0.r37x201202010053,"org.eclipse.wb.rcp.swing2swt",1350274206165
stopped,bundle,org.eclipse.wb.xwt,1.3.0.r37x201202061752,"org.eclipse.wb.xwt",1350274206207
stopped,bundle,org.eclipse.wb.rcp,1.3.0.r37x201202010053,"org.eclipse.wb.rcp",1350274206237
stopped,bundle,org.eclipse.xtext.xtext.ui,2.0.1.v201108020636,"org.eclipse.xtext.xtext.ui",1350274206237
stopped,bundle,org.eclipse.pde.ui,3.6.100.dist,"org.eclipse.pde.ui",1350274206237
stopped,bundle,org.eclipse.ant.ui,3.5.100.dist,"org.eclipse.ant.ui",1350274206263
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1350607285048
started,bundle,org.eclipse.osgi,3.7.0.dist,"org.eclipse.osgi",1350607285061
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.dist,"org.eclipse.equinox.simpleconfigurator",1350607285062
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1350607285063
started,bundle,org.eclipse.compare.core,3.5.200.dist,"org.eclipse.compare.core",1350607285064
started,bundle,org.eclipse.core.contenttype,3.4.100.dist,"org.eclipse.core.contenttype",1350607285064
started,bundle,org.eclipse.core.databinding.observable,1.4.0.dist,"org.eclipse.core.databinding.observable",1350607285090
started,bundle,org.eclipse.core.expressions,3.4.300.dist,"org.eclipse.core.expressions",1350607285093
started,bundle,org.eclipse.core.filebuffers,3.5.200.dist,"org.eclipse.core.filebuffers",1350607285094
started,bundle,org.eclipse.core.filesystem,1.3.100.dist,"org.eclipse.core.filesystem",1350607285095
started,bundle,org.eclipse.core.jobs,3.5.100.dist,"org.eclipse.core.jobs",1350607285096
started,bundle,org.eclipse.core.net,1.2.100.dist,"org.eclipse.core.net",1350607285101
started,bundle,org.eclipse.core.resources,3.7.100.dist,"org.eclipse.core.resources",1350607285114
started,bundle,org.eclipse.core.runtime,3.7.0.dist,"org.eclipse.core.runtime",1350607285115
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.dist,"org.eclipse.core.runtime.compatibility",1350607285123
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.dist,"org.eclipse.core.runtime.compatibility.auth",1350607285127
started,bundle,org.eclipse.core.variables,3.2.500.dist,"org.eclipse.core.variables",1350607285143
started,bundle,org.eclipse.debug.core,3.7.0.dist,"org.eclipse.debug.core",1350607285154
started,bundle,org.eclipse.ecf,3.1.200.dist,"org.eclipse.ecf",1350607285158
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.dist,"org.eclipse.ecf.filetransfer",1350607285159
started,bundle,org.eclipse.ecf.identity,3.1.100.dist,"org.eclipse.ecf.identity",1350607285160
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.dist,"org.eclipse.ecf.provider.filetransfer",1350607285164
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.dist,"org.eclipse.ecf.provider.filetransfer.httpclient",1350607285165
started,bundle,org.eclipse.equinox.app,1.3.100.dist,"org.eclipse.equinox.app",1350607285173
started,bundle,org.eclipse.equinox.common,3.6.0.dist,"org.eclipse.equinox.common",1350607285177
started,bundle,org.eclipse.equinox.ds,1.3.0.dist,"org.eclipse.equinox.ds",1350607285193
started,bundle,org.eclipse.equinox.event,1.2.100.dist,"org.eclipse.equinox.event",1350607285194
started,bundle,org.eclipse.equinox.p2.core,2.1.0.dist,"org.eclipse.equinox.p2.core",1350607285195
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.dist,"org.eclipse.equinox.p2.directorywatcher",1350607285196
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.dist,"org.eclipse.equinox.p2.engine",1350607285219
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.dist,"org.eclipse.equinox.p2.metadata",1350607285220
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.dist,"org.eclipse.equinox.p2.metadata.repository",1350607285242
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.dist,"org.eclipse.equinox.p2.operations",1350607285247
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.dist,"org.eclipse.equinox.p2.publisher",1350607285254
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.dist,"org.eclipse.equinox.p2.publisher.eclipse",1350607285287
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.dist,"org.eclipse.equinox.p2.reconciler.dropins",1350607285291
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.dist,"org.eclipse.equinox.p2.repository",1350607285292
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.dist,"org.eclipse.equinox.p2.transport.ecf",1350607285298
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.dist,"org.eclipse.equinox.p2.ui.sdk.scheduler",1350607285458
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.dist,"org.eclipse.equinox.p2.updatechecker",1350607285469
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.dist,"org.eclipse.equinox.p2.updatesite",1350607285470
started,bundle,org.eclipse.equinox.preferences,3.4.0.dist,"org.eclipse.equinox.preferences",1350607285488
started,bundle,org.eclipse.equinox.registry,3.5.100.dist,"org.eclipse.equinox.registry",1350607285516
started,bundle,org.eclipse.equinox.security,1.1.0.dist,"org.eclipse.equinox.security",1350607285524
started,bundle,org.eclipse.equinox.util,1.0.300.dist,"org.eclipse.equinox.util",1350607285525
started,bundle,org.eclipse.help,3.5.100.dist,"org.eclipse.help",1350607285537
started,bundle,org.eclipse.jface,3.7.0.dist,"org.eclipse.jface",1350607285537
started,bundle,org.eclipse.jsch.core,1.1.300.dist,"org.eclipse.jsch.core",1350607285538
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.dist,"org.eclipse.ltk.core.refactoring",1350607285548
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.dist,"org.eclipse.ltk.ui.refactoring",1350607285554
started,bundle,org.eclipse.team.core,3.6.0.dist,"org.eclipse.team.core",1350607285558
started,bundle,org.eclipse.team.cvs.core,3.3.400.dist,"org.eclipse.team.cvs.core",1350607285563
started,bundle,org.eclipse.team.cvs.ui,3.3.400.dist,"org.eclipse.team.cvs.ui",1350607285593
started,bundle,org.eclipse.team.ui,3.6.100.dist,"org.eclipse.team.ui",1350607285601
started,bundle,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui",1350607285610
started,bundle,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console",1350607285617
started,bundle,org.eclipse.ui.editors,3.7.0.dist,"org.eclipse.ui.editors",1350607285617
started,bundle,org.eclipse.ui.forms,3.5.100.dist,"org.eclipse.ui.forms",1350607285634
started,bundle,org.eclipse.ui.ide,3.7.0.dist,"org.eclipse.ui.ide",1350607285641
started,bundle,org.eclipse.ui.navigator,3.5.100.dist,"org.eclipse.ui.navigator",1350607285656
started,bundle,org.eclipse.ui.net,1.2.100.dist,"org.eclipse.ui.net",1350607285657
started,bundle,org.eclipse.ui.views,3.6.0.dist,"org.eclipse.ui.views",1350607285667
started,bundle,org.eclipse.ui.workbench,3.7.0.dist,"org.eclipse.ui.workbench",1350607285673
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.workbench.texteditor",1350607285683
started,bundle,org.eclipse.update.configurator,3.3.100.dist,"org.eclipse.update.configurator",1350607285684
started,bundle,org.eclipse.update.core,3.2.500.dist,"org.eclipse.update.core",1350607285685
started,bundle,org.eclipse.update.scheduler,3.2.300.dist,"org.eclipse.update.scheduler",1350607285686
started,bundle,org.eclipse.jdt.apt.core,3.3.500.dist,"org.eclipse.jdt.apt.core",1350607285699
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.dist,"org.eclipse.jdt.apt.pluggable.core",1350607285700
started,bundle,org.eclipse.jdt.core,3.7.0.dist,"org.eclipse.jdt.core",1350607285711
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.dist,"org.eclipse.jdt.core.manipulation",1350607285711
started,bundle,org.eclipse.jdt.junit,3.7.0.dist,"org.eclipse.jdt.junit",1350607285720
started,bundle,org.eclipse.jdt.launching,3.6.0.dist,"org.eclipse.jdt.launching",1350607285730
started,bundle,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui",1350607285730
started,bundle,org.eclipse.pde.launching,3.6.0.dist,"org.eclipse.pde.launching",1350607285742
started,bundle,org.eclipse.pde.ui,3.6.100.dist,"org.eclipse.pde.ui",1350607285762
started,bundle,org.eclipse.ui.views.log,1.0.200.dist,"org.eclipse.ui.views.log",1350607285774
started,bundle,org.eclipse.actf.model.ui,0.9.2.R201202151037,"org.eclipse.actf.model.ui",1350607285791
started,bundle,org.eclipse.actf.ui,0.9.2.R201202151037,"org.eclipse.actf.ui",1350607285792
started,bundle,org.eclipse.actf.visualization.blind,0.9.2.R201202151037,"org.eclipse.actf.visualization.blind",1350607285800
started,bundle,org.eclipse.actf.visualization.gui,0.9.2.R201202151037,"org.eclipse.actf.visualization.gui",1350607285815
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1350607285827
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1350607285835
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1350607285836
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1350607285837
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1350607285855
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1350607285875
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1350607285885
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1350607285903
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1350607285929
started,bundle,org.eclipse.dltk.core,3.0.1.v20110823,"org.eclipse.dltk.core",1350607285934
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1350607285943
started,bundle,org.eclipse.dltk.rse.core,2.0.0.v20101211-0331,"org.eclipse.dltk.rse.core",1350607285944
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20101212-1106,"org.eclipse.dltk.rse.ui",1350607285945
started,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1350607285959
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1350607285966
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1350607285967
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1350607285969
