what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help,3.5.100.dist,"org.eclipse.help",1350190662217
started,bundle,org.eclipse.jface,3.7.0.dist,"org.eclipse.jface",1350190662218
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.dist,"org.eclipse.ltk.core.refactoring",1350190662218
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.dist,"org.eclipse.ltk.ui.refactoring",1350190662218
started,bundle,org.eclipse.team.core,3.6.0.dist,"org.eclipse.team.core",1350190662225
started,bundle,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui",1350190662225
started,bundle,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console",1350190662225
started,bundle,org.eclipse.ui.editors,3.7.0.dist,"org.eclipse.ui.editors",1350190662225
started,bundle,org.eclipse.ui.ide,3.7.0.dist,"org.eclipse.ui.ide",1350190662226
started,bundle,org.eclipse.ui.navigator,3.5.100.dist,"org.eclipse.ui.navigator",1350190662226
started,bundle,org.eclipse.ui.net,1.2.100.dist,"org.eclipse.ui.net",1350190662226
started,bundle,org.eclipse.ui.views,3.6.0.dist,"org.eclipse.ui.views",1350190662226
started,bundle,org.eclipse.ui.workbench,3.7.0.dist,"org.eclipse.ui.workbench",1350190662226
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.dist,"org.eclipse.ui.workbench.texteditor",1350190662227
started,bundle,org.eclipse.update.configurator,3.3.100.dist,"org.eclipse.update.configurator",1350190662230
started,bundle,org.eclipse.update.core,3.2.500.dist,"org.eclipse.update.core",1350190662236
started,bundle,org.eclipse.update.scheduler,3.2.300.dist,"org.eclipse.update.scheduler",1350190662251
started,bundle,org.eclipse.jdt.apt.core,3.3.500.dist,"org.eclipse.jdt.apt.core",1350190662253
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.dist,"org.eclipse.jdt.apt.pluggable.core",1350190662253
started,bundle,org.eclipse.jdt.core,3.7.0.dist,"org.eclipse.jdt.core",1350190662253
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.dist,"org.eclipse.jdt.core.manipulation",1350190662254
started,bundle,org.eclipse.jdt.launching,3.6.0.dist,"org.eclipse.jdt.launching",1350190662254
started,bundle,org.eclipse.jdt.ui,3.7.0.dist,"org.eclipse.jdt.ui",1350190662254
started,bundle,org.eclipse.pde.launching,3.6.0.dist,"org.eclipse.pde.launching",1350190662255
started,bundle,org.eclipse.pde.ui,3.6.100.dist,"org.eclipse.pde.ui",1350190662255
started,bundle,org.eclipse.ui.views.log,1.0.200.dist,"org.eclipse.ui.views.log",1350190662255
started,bundle,org.eclipse.actf.model.ui,0.9.2.R201202151037,"org.eclipse.actf.model.ui",1350190662257
started,bundle,org.eclipse.actf.ui,0.9.2.R201202151037,"org.eclipse.actf.ui",1350190662257
started,bundle,org.eclipse.actf.visualization.blind,0.9.2.R201202151037,"org.eclipse.actf.visualization.blind",1350190662257
started,bundle,org.eclipse.actf.visualization.gui,0.9.2.R201202151037,"org.eclipse.actf.visualization.gui",1350190662257
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1350190662257
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1350190662258
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1350190662262
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1350190662262
